time,ship_id,state,detail
1211.2616899497893,10,SERVICE_STARTED,2
1238.4828298185323,2,SERVICE_COMPLETED,Singapore
1238.4828298185323,2,DEPARTED,Singapore
1238.4828298185323,2,ENROUTE,Suez
1248.622318544009,14,BERTHED,1
1248.622318544009,14,SERVICE_STARTED,1
1251.911004394552,1,QUEUED,Antwerp
1253.0149215365607,9,BERTHED,1
1253.0149215365607,9,SERVICE_STARTED,1
1260.0116899497893,10,SERVICE_COMPLETED,Singapore
1260.0116899497893,10,DEPARTED,Singapore
1260.0116899497893,10,ENROUTE,Shanghai
1262.241228171218,6,SERVICE_COMPLETED,Panama
1262.241228171218,6,DEPARTED,Panama
1262.241228171218,6,ENROUTE,Antwerp
1264.818717108623,8,BERTHED,1
1264.818717108623,8,SERVICE_STARTED,1
1273.8815882032272,9,SERVICE_COMPLETED,Singapore
1273.8815882032272,9,DEPARTED,Singapore
1273.8815882032272,9,ENROUTE,Suez
1281.6498331828532,3,BERTHED,1
1281.6498331828532,3,SERVICE_STARTED,1
1287.9059116710266,22,SERVICE_COMPLETED,Antwerp
1287.9059116710266,1,BERTHED,big
1287.9059116710266,1,SERVICE_STARTED,big
1287.9059116710266,22,DEPARTED,Antwerp
1287.9059116710266,22,ENROUTE,Panama
1302.1520504419564,8,SERVICE_COMPLETED,Singapore
1302.1520504419564,8,DEPARTED,Singapore
1302.1520504419564,8,ENROUTE,Suez
1307.8681257271703,18,BERTHED,1
1307.8681257271703,18,SERVICE_STARTED,1
1311.2664998495197,3,SERVICE_COMPLETED,Shanghai
1311.2664998495197,3,DEPARTED,Shanghai
1311.2664998495197,3,ENROUTE,Singapore
1323.5056518773424,14,SERVICE_COMPLETED,Antwerp
1323.5056518773424,14,DEPARTED,Antwerp
1323.5056518773424,14,ENROUTE,Suez
1337.53924500436,1,SERVICE_COMPLETED,Antwerp
1337.53924500436,1,DEPARTED,Antwerp
1337.53924500436,1,ENROUTE,Suez
1343.8146071017345,20,BERTHED,1
1343.8146071017345,20,SERVICE_STARTED,1
1355.2637559265975,13,BERTHED,2
1355.2637559265975,13,SERVICE_STARTED,2
1362.9009238637332,5,BERTHED,2
1362.9009238637332,5,SERVICE_STARTED,2
1362.9894491923285,10,BERTHED,1
1362.9894491923285,10,SERVICE_STARTED,1
1366.0295609066775,19,QUEUED,Antwerp
1379.0304225932641,13,SERVICE_COMPLETED,Antwerp
1379.0304225932641,19,BERTHED,big
1379.0304225932641,19,SERVICE_STARTED,big
1379.0304225932641,13,DEPARTED,Antwerp
1379.0304225932641,13,ENROUTE,Suez
1381.8514590605037,18,SERVICE_COMPLETED,Panama
1381.8514590605037,18,DEPARTED,Panama
1381.8514590605037,18,ENROUTE,Shanghai
1389.9443389996823,7,BERTHED,1
1389.9443389996823,7,SERVICE_STARTED,1
1393.1204681904478,17,BERTHED,1
1393.1204681904478,17,SERVICE_STARTED,1
1393.9175905303998,5,SERVICE_COMPLETED,Panama
1393.9175905303998,5,DEPARTED,Panama
1393.9175905303998,5,ENROUTE,Shanghai
1401.5038015237812,17,SERVICE_COMPLETED,Antwerp
1401.5038015237812,17,DEPARTED,Antwerp
1401.5038015237812,17,ENROUTE,Panama
1405.7227825256618,10,SERVICE_COMPLETED,Shanghai
1405.7227825256618,10,DEPARTED,Shanghai
1405.7227825256618,10,ENROUTE,Panama
1406.181273768401,20,SERVICE_COMPLETED,Antwerp
1406.181273768401,20,DEPARTED,Antwerp
1406.181273768401,20,ENROUTE,Panama
1406.703718713831,21,BERTHED,1
1406.703718713831,21,SERVICE_STARTED,1
1414.2442590920589,3,BERTHED,2
1414.2442590920589,3,SERVICE_STARTED,2
1417.52383000429,15,BERTHED,1
1417.52383000429,15,SERVICE_STARTED,1
1437.022729115572,2,BERTHED,1
1437.022729115572,2,SERVICE_STARTED,1
1438.611005666349,7,SERVICE_COMPLETED,Singapore
1438.611005666349,7,DEPARTED,Singapore
1438.611005666349,7,ENROUTE,Suez
1441.5404966709566,15,SERVICE_COMPLETED,Shanghai
