ship_id,improvement_h,improvement_ratio,time_in_queue,time_in_service,time_in_storm,loops
1,39.28333333333626,9.386242451583435,926.4374655081975,9398.083333333365,0.0,159
2,44.16666666666595,10.003099860372181,832.1588639018287,9050.250000000025,0.0,153
3,17.75000000000105,7.929221544379398,1228.3409123247095,15132.31666666669,4484.539185565893,246
4,14.03333333333319,1.4515864540956274,472.03333333334433,3902.050000000017,7671.921691399373,63
5,34.78333333333239,4.09895869989701,427.3666666666668,4915.216666666642,2227.021389052124,78
6,29.566666666670926,5.072957820233004,738.8442930853487,7759.183333333408,0.0,113
7,85.15000000000782,4.416707205639517,918.3016179841352,9555.516666666681,0.0,77
8,152.83798224736051,10.025100997161276,1323.5503925993848,11256.933333333329,2038.4269025299518,93
9,61.26666666668643,1.8740919260481554,686.6589453127497,5393.166666666664,4512.895112587867,45
10,235.00985328064462,8.503599538623712,424.6927174612641,7228.499999999956,3610.3160900702933,58
11,85.08732024700112,2.481942029481041,589.6023674542334,5207.05000000001,4964.184623846654,40
12,66.66666666666242,2.142760534715905,367.13333333333696,5541.183333333334,1979.5745680463324,46
13,132.8333333333385,5.938475726465507,785.0021454984727,8299.083333333398,0.0,66
14,304.2149513253589,7.779502489451734,1997.828310852263,16586.933333333334,1630.7415220239614,53
15,383.79999999996653,6.955527483136366,1872.882906850471,11735.699999999988,2998.788019311308,39
16,268.8634350798966,3.7173271827474985,1329.2166666666694,10010.150000000007,1805.1580450351466,30
17,385.65926091884285,5.637532153809241,1521.6833333333325,9122.416666666712,6318.053157623014,29
18,411.34999999998763,6.715409123841211,1082.4968707938096,11586.016666666701,1557.7112240293552,36
19,780.8683900398446,11.544716481555412,1289.6611422014612,10863.616666666654,1484.680926034749,33
20,544.7166666667345,10.620148066053419,1677.4997333616234,13722.89999999998,0.0,42
21,241.93333333333976,7.223579894535678,1827.351517416172,12328.099999999999,2052.6048660409383,47
22,236.90000000001237,6.068614799655403,1373.466666666673,12544.700000000044,1310.2644030235638,48
