ship_id,improvement_h,improvement_ratio,time_in_queue,time_in_service,time_in_storm,loops
1,39.28333333333626,9.386242451583435,816.2874655081888,8242.383333333353,0.0,139
2,44.16666666666595,10.003099860372181,661.2921972351455,8095.71666666667,0.0,133
3,17.75000000000105,7.929221544379398,1090.874245658035,13269.516666666672,3873.011114806907,215
4,14.03333333333319,1.4515864540956274,371.60000000001,3323.500000000014,7220.632180140587,55
5,34.45000000000027,4.059677830707913,350.8833333333296,4194.316666666662,2227.021389052124,68
6,29.566666666670926,5.072957820233004,578.344011579982,6822.916666666723,0.0,99
7,85.15000000000782,4.416707205639517,825.6770628914664,8420.999999999989,0.0,67
8,152.83798224736051,10.025100997161276,1246.783725932722,9806.13333333334,1630.7415220239614,82
9,61.26666666668643,1.8740919260481554,515.9666666666642,4752.816666666673,4061.60560132908,39
10,235.00985328064462,8.503599538623712,203.6500000000009,6342.849999999991,3159.0265788115066,51
11,85.08732024700112,2.481942029481041,462.70236745423205,4443.633333333346,4512.8951125878675,35
12,66.66666666666242,2.142760534715905,367.13333333333696,4839.283333333347,1732.1277470405407,40
13,132.8333333333385,5.938475726465507,637.2021454984625,7390.300000000021,0.0,57
14,304.2149513253589,7.779502489451734,1649.5783108522558,14656.866666666678,1223.056141517971,46
15,322.3666666666504,5.842183975109802,1604.6333333333387,10180.34999999999,2751.341198305516,34
16,268.8634350798966,3.7173271827474985,1083.1666666666738,8415.116666666652,1805.1580450351466,27
17,385.65926091884285,5.637532153809241,1426.2000000000025,8028.483333333348,5415.474135105441,26
18,411.34999999998763,6.715409123841211,752.0801811432684,10109.40000000001,1310.2644030235638,31
19,780.8683900398446,11.544716481555412,1044.9833333333154,9467.199999999953,989.7872840231662,29
20,544.7166666667345,10.620148066053419,1405.6497333616176,12190.383333333302,0.0,37
21,241.93333333333976,7.223579894535678,1592.8681840828422,10785.083333333328,1557.7112240293552,42
22,236.90000000001237,6.068614799655403,1373.466666666673,11147.66666666669,1310.2644030235638,42
