ship_id,improvement_h,improvement_ratio,time_in_queue,time_in_service,time_in_storm,loops
1,39.28333333333626,9.386242451583435,494.25413217485595,3664.5166666666664,0.0,59
2,42.98333333333164,9.735092279207267,147.57369965803667,3360.2500000000064,0.0,57
3,12.783333333337538,5.710528567643792,673.2458600725461,5413.300000000005,2038.4269025299518,91
4,14.03333333333319,1.4515864540956274,231.5499999999998,1447.5499999999988,2707.7370675527204,24
5,28.48333333333312,3.356550272220473,249.89999999999964,1984.9333333333302,1237.2341050289576,29
6,26.466666666667834,4.541069345281401,314.5440115799717,2848.099999999996,0.0,42
7,85.15000000000782,4.416707205639517,294.51473489285763,3722.8499999999876,0.0,29
8,142.08798224735142,9.31997630148743,421.225360176691,4269.53333333332,1223.056141517971,34
9,1.4000000000069122,0.04282473389248408,200.38333333333213,1907.483333333341,3159.0265788115066,16
10,221.25000000000136,8.005712831426466,93.74999999999943,2685.916666666668,1601.3153547821519,21
11,49.88333333333685,1.4550645291357014,245.85236745422623,1720.2166666666565,2707.7370675527204,15
12,66.66666666666242,2.142760534715905,137.96666666666908,1791.9833333333413,989.7872840231662,17
13,132.8333333333385,5.938475726465507,295.8575234328438,3130.8499999999985,0.0,25
14,282.83333333332484,7.232723477858594,541.4868520680977,6245.499999999998,407.6853805059903,20
15,308.86616923312977,5.597517271266986,833.2333333333372,4016.9166666666665,1353.8685337763602,14
16,268.8634350798966,3.7173271827474985,670.2333333333322,3588.983333333332,902.5790225175733,11
17,299.1259275854645,4.37259572292739,456.1833333333361,3650.416666666675,2256.4475562939338,11
18,185.69999999998072,3.0316068416123034,310.89684780992684,4209.566666666664,902.5790225175734,13
19,780.8683900398446,11.544716481555412,242.53333333333285,3657.2833333333247,742.3404630173746,12
20,530.6166666666595,10.345245356267666,592.8793420094448,5304.966666666675,0.0,15
21,241.93333333333976,7.223579894535678,476.4333333333334,4901.96666666666,451.28951125878666,18
22,197.86666666666952,5.068706549986367,662.5833333333344,4661.03333333334,407.6853805059903,18
