ship_id,improvement_h,improvement_ratio,time_in_queue,time_in_service,time_in_storm,loops
1,11.883333333330597,3.041391060301125,869.661136847577,10753.116666666698,0.0,179
2,15.616666666664514,3.782376061953554,729.1781320203922,10119.250000000004,0.0,171
3,9.11666666667179,4.171963894805943,1885.242237711824,16952.96666666661,5299.9099465778745,277
4,4.083333333333485,0.42676606130688904,407.88333333332287,4175.233333333341,7220.632180140587,73
5,29.23333333333244,3.4676113239005892,468.1000000000058,5490.499999999951,2721.9150310637074,88
6,3.633333333331734,0.6528952324811672,723.2133377383868,8419.166666666708,0.0,127
7,121.55000000002019,6.304765247745427,983.9608217316481,10863.83333333332,0.0,87
8,114.16666666666106,7.697761943126882,1289.2748526760256,12904.216666666718,3057.640353794927,104
9,61.26666666668643,1.8740919260481554,657.0989442822327,6181.66666666667,6318.053157623013,50
10,257.7833333333333,9.327635432291704,650.2120248483255,7936.316666666635,4018.001470576284,66
11,59.03333333335286,1.7219641036418292,1051.1712605903354,5976.983333333383,5866.763646364227,45
12,67.71666666665806,2.176509013137542,597.0713306756498,6121.416666666699,2474.4682100579157,52
13,61.633333333327755,2.856800210852225,1041.2556448755804,9453.78333333331,0.0,74
14,282.83333333332484,7.232723477858594,1828.3492689387733,18403.366666666618,2242.269592782947,59
15,383.7999999999738,6.955527483136498,1788.256127068682,13495.133333333331,1892.3663065407397,44
16,232.76666666666642,3.2786523687260023,1528.522856644479,11167.866666666667,2707.73706755272,34
17,325.24033332708314,4.754333741340947,1127.157869784458,10259.300000000023,6769.3426688818,33
18,411.34999999998763,6.715409123841211,1267.5489067273666,12526.65000000002,2911.579757805716,40
19,699.2381423056704,10.308899269095742,1233.3909610515311,11746.816666666626,1484.6809260347495,37
20,667.6666666667343,12.580186972696858,2142.533333333346,15249.916666666679,0.0,47
21,304.9500000000062,9.105114448217035,2183.1166666666804,14487.500000000025,1761.5539142823504,53
22,309.90000000000146,7.826894389367658,1579.4549094881154,14774.533333333382,655.1322015117819,54
