ship_id,improvement_h,improvement_ratio,time_in_queue,time_in_service,time_in_storm,loops
1,39.68333333333044,9.481817258047034,999.7541321748778,10569.183333333356,0.0,179
2,44.16666666666595,10.003099860372181,861.4921972351572,10193.183333333374,0.0,171
3,17.75000000000105,7.929221544379398,1389.3242456580467,16905.949999999946,5096.067256324879,277
4,14.03333333333319,1.4515864540956274,638.1078359449644,4332.533333333355,8123.21120265816,72
5,34.78333333333239,4.09895869989701,457.2833333333383,5460.366666666621,2227.021389052124,88
6,29.566666666670926,5.072957820233004,884.3442930853632,8615.55000000009,0.0,127
7,85.15000000000782,4.416707205639517,1198.3825956280916,10713.59999999998,0.0,86
8,152.83798224736051,10.025100997161276,1429.783725932722,12881.116666666663,2242.269592782947,105
9,61.26666666668643,1.8740919260481554,785.3317802310019,6119.149999999972,4512.895112587867,51
10,235.3333333333435,8.515304344990273,481.85938412793564,8109.583333333285,3814.1587803232883,66
11,85.08732024700112,2.481942029481041,661.7357007875648,5875.849999999984,5415.474135105441,45
12,66.66666666666242,2.142760534715905,431.0123020824159,6204.716666666689,2227.021389052124,52
13,132.8333333333385,5.938475726465507,857.4854788318099,9276.500000000025,0.0,74
14,304.2149513253589,7.779502489451734,2113.111644185603,18695.000000000015,1630.7415220239614,59
15,383.79999999996653,6.955527483136366,2251.5550034020125,13470.599999999982,3202.630709564303,44
16,268.8634350798966,3.7173271827474985,1523.8666666666782,11151.049999999987,2707.73706755272,34
17,385.65926091884285,5.637532153809241,1640.3666666666668,10370.216666666714,6769.342668881801,33
18,411.34999999998763,6.715409123841211,1234.463537460484,12944.033333333364,1805.1580450351466,40
19,780.8683900398446,11.544716481555412,1455.211142201464,11967.516666666663,1732.1277470405405,37
20,544.7166666667345,10.620148066053419,2120.6664000282803,15469.133333333317,0.0,47
21,241.93333333333976,7.223579894535678,2181.286670753877,14029.833333333336,2256.4475562939333,53
22,236.90000000001237,6.068614799655403,1512.5499999999724,14132.616666666716,1310.2644030235638,54
