ship_id,improvement_h,improvement_ratio,time_in_queue,time_in_service,time_in_storm,loops
1,11.483333333336418,2.939016045650099,241.8666666666669,3698.6999999999935,0.0,59
2,14.333333333331666,3.4715511347706793,343.3351635600524,3393.5166666666655,0.0,57
3,7.166666666667425,3.279605986774656,800.7640291880527,5471.550000000012,2038.4269025299518,92
4,4.083333333333485,0.42676606130688904,192.75000000000236,1438.8666666666645,2707.7370675527204,24
5,22.816666666667288,2.7064765692247326,180.7833333333292,1841.1999999999985,1237.2341050289576,29
6,0.13333333333446262,0.023959458072916856,300.74401157997244,2761.7333333333236,0.0,42
7,81.61666666667497,4.233434172248371,330.2314015595248,3799.53333333332,0.0,29
8,100.65000000000373,6.786391879495948,394.8900938048495,4262.999999999993,1223.056141517971,34
9,0.0,0.0,173.66546094368897,2017.5500000000122,3159.0265788115066,16
10,221.25000000000136,8.005712831426466,179.11595938562766,2607.250000000002,1805.158045035147,21
11,34.98333333333903,1.0204411783014098,335.53333333333063,1831.4499999999955,3159.026578811507,15
12,67.71666666665806,2.176509013137542,177.2847413186629,1840.7500000000095,989.7872840231662,17
13,61.633333333327755,2.856800210852225,338.7953299044731,3118.299999999994,0.0,25
14,282.83333333332484,7.232723477858594,557.0666666666641,6088.083333333338,611.5280707589855,20
15,353.1166666666759,6.399459822182858,599.9500000000007,4160.783333333326,1150.025843523365,14
16,232.76666666666642,3.2786523687260023,682.216666666664,3562.049999999998,902.5790225175733,11
17,299.1259275854645,4.37259572292739,463.3000000000011,3701.233333333339,2707.73706755272,11
18,185.69999999998072,3.0316068416123034,526.6710994953464,3963.5999999999985,1106.4217127705685,13
19,668.4121735518656,9.854430630260607,259.1076277182128,3742.2499999999955,742.3404630173746,12
20,599.4000000000024,11.29390524927673,593.3000000000015,5297.300000000018,0.0,15
21,131.58333333332848,3.928779503124522,875.449999999998,5109.616666666669,451.28951125878666,17
22,273.1666666666679,6.899150211989669,529.6500000000019,4845.083333333345,203.84269025299514,18
