ship_id,improvement_h,improvement_ratio,time_in_queue,time_in_service,time_in_storm,loops
1,39.28333333333626,9.386242451583435,609.3207988415217,4737.916666666664,0.0,80
2,44.16666666666595,10.003099860372181,284.8421972351484,4529.21666666667,0.0,76
3,17.75000000000105,7.929221544379398,694.3791934058811,7278.016666666679,2649.954973288937,122
4,14.03333333333319,1.4515864540956274,256.9500000000013,1882.1999999999966,3610.3160900702937,32
5,34.45000000000027,4.059677830707913,249.89999999999964,2601.966666666656,1484.680926034749,39
6,29.566666666670926,5.072957820233004,336.94401157997316,3765.0833333333294,0.0,57
7,85.15000000000782,4.416707205639517,392.486426610797,4921.31666666664,0.0,38
8,142.08798224735142,9.31997630148743,542.8086935100232,5830.81666666666,1223.056141517971,46
9,1.4000000000069122,0.04282473389248408,207.71666666666425,2534.4666666666817,3610.3160900702933,22
10,221.25000000000136,8.005712831426466,141.71666666666658,3629.766666666663,2256.4475562939333,29
11,49.88333333333685,1.4550645291357014,296.90236745422914,2462.766666666663,3159.026578811507,20
12,66.66666666666242,2.142760534715905,174.45000000000266,2454.466666666675,989.7872840231662,23
13,132.8333333333385,5.938475726465507,295.8575234328438,4143.483333333334,0.0,33
14,282.83333333332484,7.232723477858594,843.5035187347642,8270.816666666668,815.3707610119806,26
15,322.3666666666504,5.842183975109802,989.1833333333416,5387.650000000014,1353.8685337763602,20
16,268.8634350798966,3.7173271827474985,731.1333333333337,4774.3666666666595,902.5790225175733,15
17,299.1259275854645,4.37259572292739,765.2166666666726,4910.6000000000095,2707.7370675527204,15
18,195.38333333331684,3.1896900919244047,405.0635144765911,5573.333333333338,1106.4217127705685,18
19,780.8683900398446,11.544716481555412,583.9833333333227,5367.383333333316,742.3404630173746,16
20,530.6166666666595,10.345245356267666,846.9960086761098,7164.150000000002,0.0,21
21,241.93333333333976,7.223579894535678,848.1666666666633,6348.983333333323,902.5790225175733,23
22,197.86666666666952,5.068706549986367,874.1000000000045,6444.316666666677,407.6853805059903,24
