ship_id,improvement_h,improvement_ratio,time_in_queue,time_in_service,time_in_storm,loops
1,11.883333333330597,3.041391060301125,921.3364941706878,11997.083333333328,0.0,198
2,15.616666666664514,3.782376061953554,910.5447986870463,11395.633333333379,0.0,190
3,10.500000000003183,4.805004120159166,2166.925571045158,19024.416666666577,5707.595327083865,308
4,4.083333333333485,0.42676606130688904,407.88333333332287,4598.583333333361,8123.21120265816,81
5,29.23333333333244,3.4676113239005892,468.1000000000058,6079.499999999951,3216.8086730752907,97
6,3.633333333331734,0.6528952324811672,723.2133377383868,9243.166666666708,0.0,141
7,121.55000000002019,6.304765247745427,1056.8608217316423,11979.516666666654,0.0,97
8,114.16666666666106,7.697761943126882,1375.6748526760198,14214.050000000061,3465.325734300917,116
9,61.26666666668643,1.8740919260481554,676.6656109488983,6789.883333333344,6769.3426688818,56
10,257.7833333333333,9.327635432291704,761.7286915149883,8893.299999999972,4221.84416082928,73
11,59.03333333335286,1.7219641036418292,1127.0879272570069,6582.1166666666995,6769.3426688818,50
12,67.71666666665806,2.176509013137542,804.4546640089812,6813.000000000027,2721.9150310637074,57
13,61.633333333327755,2.856800210852225,1187.322311542246,10391.433333333332,0.0,82
14,282.83333333332484,7.232723477858594,2130.5718270067246,20543.599999999882,2242.269592782947,66
15,432.4666666666526,7.837503349506352,1891.8061270686849,14865.066666666622,1892.3663065407397,49
16,232.76666666666642,3.2786523687260023,1652.599988301365,12115.633333333286,3610.3160900702933,38
17,325.24033332708314,4.754333741340947,1295.4412031177835,11505.833333333363,7220.632180140587,37
18,411.34999999998763,6.715409123841211,1331.5822400607067,13729.750000000055,3406.473399817299,45
19,699.2381423056704,10.308899269095742,1660.0909610515428,13176.466666666634,1484.6809260347495,42
20,667.6666666667343,12.580186972696858,2287.533333333346,16988.600000000013,0.0,53
21,304.9500000000062,9.105114448217035,2250.1500000000206,16225.866666666665,1761.5539142823504,59
22,309.90000000000146,7.826894389367658,1637.7382428214555,16291.716666666745,902.5790225175734,60
