ship_id,improvement_h,improvement_ratio,time_in_queue,time_in_service,time_in_storm,loops
1,10.749999999999204,2.75132851878616,178.16666666666617,2451.116666666665,0.0,40
2,14.333333333331666,3.4715511347706793,289.43516356005097,2368.5166666666655,0.0,38
3,5.700000000000273,2.6084308080857386,438.41291134001614,3608.850000000008,1426.8988317709661,61
4,4.083333333333485,0.42676606130688904,96.86666666666733,934.400000000001,1805.1580450351469,16
5,22.816666666667288,2.7064765692247326,132.0,1202.6333333333328,1237.2341050289576,19
6,0.13333333333446262,0.023959458072916856,238.26067824663886,1836.4333333333282,0.0,28
7,79.51666666666688,4.1245077467418785,330.2314015595248,2430.283333333331,0.0,19
8,100.65000000000373,6.786391879495948,136.71666666666664,2772.4999999999964,1019.2134512649757,23
9,0.0,0.0,147.9987942770211,1360.1833333333327,2707.73706755272,10
10,221.25000000000136,8.005712831426466,93.74999999999943,1703.7333333333352,1150.025843523365,14
11,0.0,0.0,309.6999999999985,1318.4166666666626,2256.4475562939338,9
12,67.71666666665806,2.176509013137542,35.88333333333333,1268.2166666666658,742.3404630173746,11
13,61.633333333327755,2.856800210852225,160.7408567661788,2060.3500000000004,0.0,16
14,282.83333333332484,7.232723477858594,403.1833333333327,3978.1000000000004,611.5280707589855,13
15,81.80190255578054,1.4824788467942263,342.5499999999993,2604.9333333333275,1150.025843523365,9
16,135.6166666666686,1.9102387458344476,682.216666666664,2432.849999999997,902.5790225175733,7
17,299.1259275854645,4.37259572292739,241.03333333333467,2164.750000000002,2256.4475562939333,7
18,185.69999999998072,3.0316068416123034,253.21314804123176,2701.4333333333343,902.5790225175734,8
19,627.3017233731662,9.248337420868538,117.88333333333321,2577.0000000000027,494.8936420115831,8
20,515.8828259356424,9.720273199610013,422.9833333333322,3650.466666666668,0.0,10
21,131.58333333332848,3.928779503124522,347.91666666666515,3249.3833333333314,203.84269025299514,12
22,253.6000000000031,6.4049706910088835,442.0166666666669,3362.866666666671,0.0,12
