ship_id,improvement_h,improvement_ratio,time_in_queue,time_in_service,time_in_storm,loops
1,11.483333333336418,2.939016045650099,778.7278035142427,9523.0,0.0,159
2,15.616666666664514,3.782376061953554,596.3947986870521,8922.983333333326,0.0,152
3,9.11666666667179,4.171963894805943,1622.6059963236078,15028.316666666646,4688.381875818888,246
4,4.083333333333485,0.42676606130688904,356.7999999999944,3802.733333333326,6318.053157623013,65
5,29.23333333333244,3.4676113239005892,406.3166666666657,4920.233333333288,2474.4682100579157,78
6,3.633333333331734,0.6528952324811672,598.363337738381,7613.366666666706,0.0,113
7,121.55000000002019,6.304765247745427,943.060821731654,9688.699999999988,0.0,77
8,114.16666666666106,7.697761943126882,1250.2248526760227,11292.266666666706,2853.797663541932,93
9,61.26666666668643,1.8740919260481554,551.2156109489013,5400.80000000003,6318.053157623013,44
10,257.7833333333333,9.327635432291704,539.9992927189445,7021.8833333333005,3814.158780323289,58
11,59.03333333335286,1.7219641036418292,975.3879272569952,5248.150000000054,5415.47413510544,40
12,67.71666666665806,2.176509013137542,535.9879973423214,5480.95000000001,1979.5745680463326,46
13,61.633333333327755,2.856800210852225,919.3786632378198,8411.283333333353,0.0,66
14,282.83333333332484,7.232723477858594,1607.283333333335,16426.483333333286,2038.4269025299518,53
15,383.7999999999738,6.955527483136498,1573.506127068682,11846.050000000003,1892.3663065407397,39
16,232.76666666666642,3.2786523687260023,1299.5395233111562,10059.166666666684,2256.4475562939333,30
17,325.24033332708314,4.754333741340947,1127.157869784458,9039.333333333334,6318.053157623013,29
18,411.34999999998763,6.715409123841211,1146.1710994953537,11296.2166666667,2212.8434255411375,36
19,699.2381423056704,10.308899269095742,1233.3909610515311,10648.666666666631,1237.2341050289579,33
20,667.6666666667343,12.580186972696858,1681.0666666666716,13447.600000000028,0.0,42
21,304.9500000000062,9.105114448217035,1898.9666666666717,12717.650000000005,1557.7112240293552,47
22,309.90000000000146,7.826894389367658,1366.316666666688,13150.216666666687,655.1322015117819,48
