ship_id,improvement_h,improvement_ratio,time_in_queue,time_in_service,time_in_storm,loops
1,39.68333333333044,9.481817258047034,1134.384445567941,11837.799999999981,0.0,199
2,44.16666666666595,10.003099860372181,1120.7451843048316,11399.666666666697,0.0,190
3,17.75000000000105,7.929221544379398,1389.3242456580467,18885.883333333295,5503.75263683087,309
4,14.03333333333319,1.4515864540956274,638.1078359449644,4739.783333333355,9477.07973643452,79
5,34.78333333333239,4.09895869989701,517.3833333333441,6064.3499999999585,2721.9150310637074,98
6,29.566666666670926,5.072957820233004,952.8776264187034,9377.033333333442,0.0,142
7,85.19999999996344,4.419300691958788,1234.0825956280887,11806.533333333315,0.0,96
8,152.83798224736051,10.025100997161276,1684.667671668301,14208.03333333335,2649.954973288937,117
9,61.26666666668643,1.8740919260481554,833.8984468976676,6784.249999999978,4964.184623846653,56
10,235.3333333333435,8.515304344990273,597.3260507945955,9108.316666666607,4061.60560132908,73
11,85.08732024700112,2.481942029481041,674.9523674542247,6466.583333333307,6318.053157623014,50
12,66.66666666666242,2.142760534715905,462.7623020824159,6949.366666666683,2227.021389052124,58
13,132.8333333333385,5.938475726465507,976.9854788318099,10208.583333333369,0.0,83
14,304.2149513253589,7.779502489451734,2270.511644185597,20726.7166666666,1834.5842122769566,66
15,383.79999999996653,6.955527483136366,2632.705003401992,14786.849999999924,3697.524351575886,49
16,268.8634350798966,3.7173271827474985,1618.016666666687,12147.816666666635,3610.3160900702933,38
17,385.65926091884285,5.637532153809241,1640.3666666666668,11742.033333333366,7220.6321801405875,37
18,411.34999999998763,6.715409123841211,1308.513537460487,14095.783333333393,2052.6048660409383,45
19,780.8683900398446,11.544716481555412,1638.1611422014612,13316.783333333311,1979.574568046332,41
20,544.7166666667345,10.620148066053419,2293.3125089018763,17237.0,0.0,52
21,241.93333333333976,7.223579894535678,2268.3700040872054,15610.866666666676,2256.4475562939333,59
22,236.90000000001237,6.068614799655403,1756.2666666666469,15662.266666666754,1514.107093276559,60
